用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,脱网次数,mos质差次数,未接通掉话次数,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否投诉,其他,医院,地下,山区,电梯,道路,其他.1
930,3.0,3.0,2.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,524.0,0.0,苹果,A2404,198.0,524.0,0.0,799.0,0.0,60963202.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
931,1.0,1.0,2.0,2.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,5.0,4G,,0.0,是,0.0,0.0,3865.0,0.0,苹果,A2644,200.0,3865.0,0.0,3426.0,0.0,35804851.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
932,10.0,9.0,8.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,54.0,0.0,苹果,A2223,61.0,54.0,0.0,77.0,0.0,7727708.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
933,7.0,7.0,8.0,7.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,174.0,16.0,2.0,4G,,0.0,是,0.0,0.0,654.0,0.0,苹果,iPhone X A1865,49.0,654.0,0.0,780.0,0.0,10774666.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
934,8.0,5.0,8.0,5.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,13.0,4.0,0.0,4G,,0.0,是,0.0,0.0,1123.0,0.0,欧珀,PAAM00,39.6,1123.0,0.0,840.0,0.0,9603452.0,0.0,否,三星,0.0,-1,-1,-1,-1,1,-1,-1
935,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,1.0,0.0,5G,,0.0,是,1.0,0.0,189.0,0.0,小米科技,M2001G7AE,20.0,189.0,0.0,176.0,0.0,37070851.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
936,10.0,10.0,10.0,10.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,4G,,36.88,是,10.0,0.0,172.0,0.0,华为,HMA-AL00,30.0,172.0,0.0,107.0,0.0,5050112.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
937,10.0,9.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,4G,,0.0,是,0.0,0.0,347.0,0.0,苹果,iPhone XR (A1984),50.0,347.0,0.0,169.0,0.0,10092753.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
938,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,77.0,0.0,华为,ANG-AN00,40.0,77.0,0.0,74.0,0.0,21104484.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
939,10.0,10.0,10.0,10.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,171.0,18.0,0.0,4G,,0.0,是,0.0,0.0,500.0,0.0,苹果,A2108,170.0,500.0,0.0,437.0,0.0,34375177.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
940,9.0,9.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,167.0,0.0,0.0,4G,,0.0,是,0.0,0.0,346.0,0.0,华为,NEO-AL00,82.0,346.0,0.0,497.0,0.0,25864305.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
941,9.0,8.0,10.0,8.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,5G,,0.0,是,0.0,0.0,138.0,0.0,步步高,V2001A,25.3,138.0,0.0,87.0,0.0,683565.0,0.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
942,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,243.0,0.0,华为,SPN-AL00,90.0,243.0,0.0,169.0,0.0,1256792.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
943,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8.0,0.0,4G,,0.0,是,0.0,0.0,385.0,0.0,小米科技,M1803E1A,39.0,385.0,0.0,215.0,0.0,4308424.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
944,9.0,9.0,9.0,8.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,5.0,0.0,4G,,0.0,是,0.0,0.0,760.0,0.0,华为,EVR-AL00,10.0,760.0,0.0,544.0,0.0,17826029.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
945,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,5G,,0.0,是,0.0,0.0,215.0,0.0,华为,NOH-AN01,11.0,215.0,0.0,148.0,0.0,1669111.0,0.0,是,一星,0.0,-1,-1,-1,-1,-1,-1,-1
946,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,166.0,1.0,3.0,5G,,0.0,是,0.0,0.0,375.0,0.0,华为,NOH-AN01,69.0,375.0,0.0,449.0,0.0,8719149.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
947,8.0,8.0,9.0,8.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,273.0,0.0,苹果,A2644,138.0,273.0,0.0,212.0,0.0,37151825.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
948,8.0,8.0,7.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,160.0,0.0,0.0,5G,,0.0,是,0.0,0.0,647.0,0.0,小米科技,M2102K1C,70.19,647.0,0.0,1195.0,0.0,36392168.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
949,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,0.0,213.0,0.0,苹果,iPhone 7Plus A1661,158.0,213.0,0.0,99.0,0.0,11353128.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
950,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0,8.0,4G,,0.0,是,0.0,0.0,557.0,0.0,华为,LYA-AL00P,54.36,557.0,0.0,391.0,0.0,9918594.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
951,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,5G,,14.18,是,1.74,0.0,370.0,0.0,苹果,A2404,1.74,370.0,0.0,301.0,0.0,691022.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
952,10.0,9.0,10.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,101.0,0.0,华为,HRY-AL00Ta,60.0,101.0,0.0,307.0,0.0,14765821.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
953,5.0,5.0,5.0,6.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,12.0,39.0,18.0,4G,,0.0,是,0.0,0.0,1654.0,0.0,华为,LYA-AL00,75.5,1654.0,0.0,792.0,0.0,40069265.0,0.0,否,未评级,0.0,-1,-1,-1,-1,-1,-1,-1
954,7.0,7.0,7.0,7.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,7.0,0.0,4G,,0.0,是,0.0,0.0,42.0,0.0,苹果,iPhone 6 Plus A1524,23.0,42.0,0.0,728.0,0.0,237400.0,0.0,否,未评级,0.0,-1,-1,-1,-1,-1,-1,-1
955,8.0,8.0,8.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,0.0,205.0,0.0,苹果,A2223,79.0,205.0,0.0,265.0,0.0,2064892.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
956,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,12.0,0.0,4G,,0.0,是,0.0,0.0,296.0,0.0,苹果,A2223,58.0,296.0,0.0,496.0,0.0,31395254.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
957,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5.0,10.0,4G,,0.0,是,0.0,0.0,264.0,0.0,小米科技,M2001J2C,11.0,264.0,0.0,168.0,0.0,16990309.0,0.0,否,准星,0.0,-1,-1,-1,-1,-1,-1,-1
958,8.0,8.0,8.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,155.0,14.0,1.0,4G,,0.0,是,0.0,0.0,574.0,0.0,小米科技,HMNote8M1906G7E,88.0,574.0,0.0,655.0,0.0,10392532.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
959,8.0,7.0,7.0,7.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,167.0,0.0,华为,MHA-AL00,58.0,167.0,0.0,159.0,0.0,1475048.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
960,8.0,6.0,6.0,6.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,12.0,0.0,4G,,0.0,是,0.0,0.0,165.0,0.0,苹果,iPhone 8 A1863,10.0,165.0,0.0,368.0,0.0,10083628.0,0.0,否,一星,0.0,1,-1,-1,-1,-1,-1,-1
961,7.0,5.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,134.0,6.0,5.0,4G,是,0.0,是,0.0,0.0,626.0,0.0,华为,LYA-AL00,76.2,626.0,0.0,919.0,0.0,15039057.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
962,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,220.0,0.0,华为,AQM-AL00,25.0,220.0,0.0,210.0,0.0,95.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
963,6.0,6.0,7.0,6.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,3.0,0.0,4G,,0.0,是,0.0,0.0,222.0,0.0,苹果,A2108,76.2,222.0,0.0,112.0,0.0,5546387.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
964,10.0,10.0,10.0,10.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,3.0,0.0,5G,,0.0,是,0.0,0.0,219.0,0.0,苹果,A2644,118.0,219.0,0.0,146.0,0.0,18932123.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
965,8.0,8.0,7.0,9.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,3.0,0.0,4G,,0.0,是,0.0,0.0,976.0,0.0,小米科技,HMK20ProM1903F11A,38.0,976.0,0.0,997.0,0.0,12376328.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
966,10.0,9.0,10.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,144.0,9.0,2.0,4G,是,0.0,是,0.0,0.0,722.0,0.0,华为,STK-AL00,87.0,722.0,0.0,1008.0,0.0,21660315.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
967,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,4G,,35.18,是,1.05,0.0,188.0,0.0,华为,NOH-AL10,51.63,188.0,0.0,319.0,0.0,27528899.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
968,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,9.0,0.0,4G,,0.0,是,0.0,0.0,666.0,0.0,苹果,A2644,70.89,666.0,0.0,605.0,0.0,27036909.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
969,10.0,10.0,10.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,5.0,0.0,5G,,0.0,是,0.0,0.0,476.0,0.0,华为,TAS-AN00,6.32,476.0,0.0,133.0,0.0,35655402.0,0.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
970,6.0,5.0,6.0,7.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,80.0,4.0,1.0,4G,是,0.0,是,0.0,0.0,224.0,0.0,苹果,iPhone X A1865,74.89,224.0,0.0,51.0,0.0,8961222.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
971,8.0,8.0,7.0,7.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,65.0,0.0,华为,JSN-AL00,30.0,65.0,0.0,37.0,0.0,4874519.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
972,10.0,5.0,7.0,7.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,5G,,0.0,是,4.35,0.0,239.0,0.0,步步高,V2001A,12.35,239.0,0.0,45.0,0.0,1042580.0,0.0,是,三星,0.0,-1,-1,-1,1,-1,-1,-1
973,8.0,7.0,8.0,7.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,172.0,0.0,华为,JER-AN20,29.08,172.0,0.0,307.0,0.0,8952953.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
974,10.0,10.0,9.0,9.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,5.0,6.0,4G,,0.0,是,0.0,0.0,349.0,0.0,华为,HRY-AL00Ta,49.0,349.0,0.0,487.0,0.0,18505293.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
975,10.0,10.0,10.0,10.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,168.0,0.0,华为,ELE-AL00,95.0,168.0,0.0,133.0,0.0,28116531.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
976,10.0,6.0,10.0,10.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,15.0,0.0,5G,,0.0,是,0.0,0.0,173.0,0.0,苹果,A2408,180.0,173.0,9.0,507.0,0.0,12264432.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
977,10.0,10.0,10.0,9.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,0.0,76.0,0.0,华为,YAL-AL00,31.6,76.0,0.0,148.0,0.0,11961145.0,0.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
978,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,174.0,0.0,小米科技,M2007J22C,0.0,174.0,0.0,115.0,0.0,21518.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
979,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,304.0,0.0,欧珀,PEXM00,28.0,304.0,0.0,264.0,0.0,4257432.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
980,2.0,2.0,2.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,34.0,2.0,4G,,0.0,是,0.0,0.0,415.0,0.0,苹果,A2644,16.52,415.0,0.0,409.0,0.0,15538947.0,0.0,否,三星,0.0,1,-1,-1,-1,-1,-1,-1
981,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,5G,,0.0,是,24.0,0.0,215.0,0.0,步步高,V2162A,56.8,215.0,0.0,176.0,0.0,26470136.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
982,10.0,9.0,9.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,140.0,0.0,0.0,4G,,0.0,是,0.0,0.0,1286.0,0.0,华为,HMA-AL00,177.0,1286.0,0.0,961.0,0.0,9039566.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
983,9.0,9.0,9.0,8.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,4G,,0.0,是,0.0,0.0,254.0,0.0,华为,HMA-AL00,50.0,254.0,0.0,424.0,4.05667526929732e-07,29580874.0,12.0,否,三星,0.0,1,-1,-1,-1,-1,-1,-1
984,4.0,4.0,4.0,4.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,41.0,0.0,0.0,5G,,0.0,是,0.0,0.0,226.0,0.0,华为,ELS-AN00,116.9,226.0,0.0,276.0,0.0,18085598.0,0.0,是,三星,1.0,-1,-1,-1,-1,-1,-1,-1
985,6.0,5.0,6.0,5.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.0,2.0,2.0,5G,,0.0,是,0.0,0.0,93.0,0.0,小米科技,M2001J11C,45.0,93.0,0.0,101.0,0.0,571015.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
986,9.0,9.0,9.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,8.0,0.0,5G,,0.0,是,0.0,0.0,1529.0,0.0,苹果,A2412,205.0,1529.0,0.0,612.0,0.0,8532455.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
987,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,0.0,223.0,0.0,苹果,A2104,80.3,223.0,0.0,111.0,0.0,15273282.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
988,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.0,0.0,4G,,0.0,是,0.0,0.0,146.0,0.0,苹果,iPhone X A1865,88.0,146.0,0.0,146.0,0.0,3588409.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
989,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,148.0,0.0,华为,LIO-AN00,180.0,148.0,0.0,231.0,0.0,43875090.0,0.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
990,9.0,8.0,8.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,112.0,0.0,苹果,iPhone 7Plus A1661,33.0,112.0,0.0,169.0,0.0,20674710.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
991,8.0,8.0,9.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,0.0,33.0,0.0,苹果,iPhone 6S A1688,18.0,33.0,0.0,81.0,0.0,74667.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
992,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,0.0,112.0,0.0,realme,RMX3161,9.0,112.0,0.0,72.0,0.0,1738899.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
993,7.0,7.0,7.0,6.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,137.0,1.0,0.0,5G,,0.0,是,0.0,0.0,427.0,0.0,小米科技,M2007J3SC,38.0,427.0,0.0,184.0,0.0,24555090.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
994,10.0,10.0,10.0,10.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,134.0,33.0,12.0,4G,,0.0,是,0.0,0.0,784.0,0.0,苹果,iPhone 8 Plus A1864,211.0,784.0,0.0,1105.0,0.0,32544531.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
995,9.0,8.0,9.0,9.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,134.0,9.0,0.0,5G,是,0.0,是,0.0,0.0,1257.0,0.0,欧珀,PDYM20,48.0,1257.0,0.0,957.0,0.0,16988256.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,1
996,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0,0.0,4G,,0.0,是,0.0,0.0,224.0,0.0,华为,JKM-AL00b,9.0,224.0,0.0,275.0,0.0,12492217.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
997,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,0.0,126.0,0.0,华为,ALP-AL00,8.0,126.0,0.0,250.0,0.0,536586.0,0.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,1
998,5.0,5.0,5.0,5.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,33.0,3.0,4G,,0.0,是,0.0,0.0,1307.0,0.0,苹果,A2217,167.0,1307.0,0.0,1660.0,0.0,8662594.0,0.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
999,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,14.0,5G,,0.0,是,0.0,0.0,73.0,0.0,苹果,A2412,0.0,73.0,0.0,144.0,0.0,11461205.0,0.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
