用户,手机上网整体满意度,网络覆盖与信号强度,手机上网速度,手机上网稳定性,上网质差次数,脱网次数,微信质差次数,套外流量（MB）,套外流量费（元）,是否不限量套餐到达用户,终端品牌,终端品牌类型,是否5G网络客户,当月MOU,客户星级标识,场景问题次数,现象问题次数,大类问题次数,小类视频问题次数,小类游戏问题次数,全部应用问题次数,性别_女,性别_性别不详,性别_男
用户2097,8,8,8,8,0,0,0,0.0,0.0,0,8,17,1,1684.0,6,2,1,0,0,0,0,0,0,1
用户2098,9,9,9,9,0,0,0,0.0,0.0,0,11,17,1,112.0,3,1,3,2,0,0,0,0,1,0
用户2099,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,6.0,3,0,0,0,0,0,0,1,0,0
用户2100,8,8,7,8,0,0,0,0.0,0.0,0,11,17,1,97.0,3,2,2,0,0,0,0,1,0,0
用户2101,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,101.0,3,0,0,0,0,0,0,0,0,1
用户2102,10,10,10,10,0,18,0,0.0,0.0,0,8,17,0,575.0,4,0,0,0,0,0,0,1,0,0
用户2103,8,8,8,7,0,0,0,0.0,0.0,0,8,17,1,389.0,3,3,2,0,0,0,0,0,1,0
用户2104,8,8,8,8,0,0,0,0.0,0.0,0,8,17,1,1260.0,4,0,0,0,0,0,0,0,1,0
用户2105,10,10,10,9,0,0,0,0.0,0.0,1,8,17,1,55.0,3,1,4,3,0,0,0,0,1,0
用户2106,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,90.0,3,0,0,0,0,0,0,0,0,1
用户2107,6,4,3,3,0,0,0,0.0,0.0,0,8,17,0,50.0,3,3,4,3,0,0,0,0,0,1
用户2108,9,10,9,8,0,0,1,0.0,0.0,0,21,14,0,28.0,3,3,2,0,0,0,0,1,0,0
用户2109,6,6,6,6,0,0,2,0.0,0.0,0,21,1,1,143.0,3,1,4,5,10,10,10,0,0,1
用户2110,10,10,10,10,0,0,1,0.0,0.0,0,8,17,0,63.0,3,0,0,0,0,0,0,1,0,0
用户2111,10,10,10,10,0,0,7,0.0,0.0,0,21,1,0,813.0,1,1,1,0,0,0,0,0,1,0
用户2112,5,4,4,4,0,0,5,0.0,0.0,0,21,1,0,41.0,1,2,4,1,0,0,10,1,0,0
用户2113,7,6,6,6,0,13,0,0.0,0.0,0,21,1,1,196.0,3,2,2,2,0,0,10,0,0,1
用户2114,10,10,10,9,0,0,0,0.0,0.0,1,21,1,1,60.0,3,2,3,0,0,0,0,1,0,0
用户2115,9,10,9,10,1,0,0,0.0,0.0,0,21,14,0,100.0,3,3,2,1,0,0,0,1,0,0
用户2116,9,10,9,8,0,0,0,0.0,0.0,0,11,17,1,52.0,3,1,1,0,0,0,0,0,0,1
用户2117,7,7,7,7,0,0,0,0.0,0.0,0,21,1,0,14.0,3,3,3,1,0,0,0,1,0,0
用户2118,9,7,8,8,0,0,0,0.0,0.0,0,11,17,1,423.0,3,1,2,0,0,0,0,1,0,0
用户2119,8,8,5,8,0,0,0,0.0,0.0,0,1,17,0,597.0,3,2,1,0,0,0,0,0,0,1
用户2120,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,126.0,4,0,0,0,0,0,0,0,0,1
用户2121,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,126.0,3,0,0,0,0,0,0,0,0,1
用户2122,10,10,10,10,0,33,0,0.0,0.0,0,21,1,0,113.0,3,2,1,0,0,0,0,0,0,1
用户2123,10,10,10,10,0,0,0,55.54,12.03,0,15,17,0,451.0,3,0,0,0,0,0,0,0,0,1
用户2124,5,5,5,5,1,0,0,0.0,0.0,0,8,17,0,163.0,3,2,2,3,0,0,0,0,0,1
用户2125,10,10,10,10,0,332,0,0.0,0.0,0,8,17,0,542.0,3,0,0,0,0,0,0,0,0,1
用户2126,10,8,8,10,0,28,0,0.0,0.0,0,15,17,1,6.0,3,0,0,0,0,0,0,1,0,0
用户2127,8,8,7,7,0,0,0,0.0,0.0,0,4,17,0,76.0,3,4,4,3,0,0,0,1,0,0
用户2128,10,9,8,9,0,226,0,0.0,0.0,0,2,7,0,156.0,2,3,2,3,0,0,0,0,0,1
用户2129,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,5.0,3,0,0,0,0,0,0,0,0,1
用户2130,9,9,9,9,0,0,2,0.0,0.0,0,8,17,0,87.0,3,3,3,0,0,0,0,1,0,0
用户2131,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,83.0,3,0,0,0,0,0,0,1,0,0
用户2132,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,53.0,3,0,0,0,0,0,0,1,0,0
用户2133,7,7,7,7,58,0,0,0.0,0.0,0,8,17,0,162.0,2,0,0,0,0,0,0,0,0,1
用户2134,6,5,6,6,0,0,0,0.0,0.0,0,21,1,0,574.0,4,1,2,0,0,0,0,1,0,0
用户2135,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,336.0,4,0,0,0,0,0,0,1,0,0
用户2136,10,10,10,10,0,16,0,0.0,0.0,0,8,17,1,1453.0,1,0,0,0,0,0,0,0,0,1
用户2137,5,5,5,5,0,51,0,0.0,0.0,0,21,1,1,476.0,3,4,4,3,10,0,0,0,0,1
用户2138,8,9,8,8,0,0,0,0.0,0.0,1,15,17,1,233.0,3,0,0,0,0,0,0,0,0,1
用户2139,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,155.0,4,1,2,0,0,0,0,0,0,1
用户2140,8,6,5,7,5,6,0,0.0,0.0,0,16,17,0,236.0,3,1,1,0,0,0,0,0,0,1
用户2141,7,7,7,7,0,0,0,0.0,0.0,0,21,1,1,47.0,3,1,1,0,0,0,0,0,0,1
用户2142,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,6.0,1,1,1,0,0,0,0,0,0,1
用户2143,7,8,7,8,0,0,0,0.0,0.0,0,21,14,0,91.0,3,2,3,3,0,0,0,1,0,0
用户2144,6,6,6,8,0,0,1,0.0,0.0,0,8,17,0,426.0,3,3,3,1,0,0,0,0,0,1
用户2145,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,23.0,3,0,0,0,0,0,0,0,0,1
用户2146,9,9,8,8,0,0,0,0.0,0.0,0,8,17,1,111.0,3,2,3,1,0,0,10,0,0,1
用户2147,9,7,8,8,0,0,0,0.0,0.0,0,8,17,0,596.0,3,0,0,0,0,0,0,1,0,0
用户2148,7,7,7,6,4,0,0,0.0,0.0,1,8,17,1,174.0,3,2,2,0,0,0,0,0,0,1
用户2149,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,382.0,3,0,0,0,0,0,0,1,0,0
用户2150,8,7,6,7,9,0,0,0.0,0.0,0,8,17,0,194.0,3,3,2,3,0,0,0,1,0,0
用户2151,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,53.0,3,0,0,0,0,0,0,0,0,1
用户2152,10,10,10,10,2,0,0,0.0,0.0,0,16,17,0,1110.0,3,1,1,0,0,0,0,1,0,0
用户2153,8,8,8,7,1,0,0,0.0,0.0,1,21,1,1,279.0,3,3,4,3,0,0,0,1,0,0
用户2154,8,8,8,8,0,0,1,0.0,0.0,0,8,17,0,41.0,2,1,3,0,0,0,0,1,0,0
用户2155,3,1,3,3,0,0,2,0.0,0.0,0,21,1,0,396.0,4,4,2,2,0,0,0,0,1,0
用户2156,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,200.0,2,4,3,3,0,0,0,0,0,1
用户2157,1,1,1,1,0,8,0,0.0,0.0,0,21,1,0,169.0,3,4,4,3,0,0,0,0,1,0
用户2158,8,8,7,5,0,0,0,0.0,0.0,0,21,1,0,28.0,3,1,1,0,0,0,0,1,0,0
用户2159,10,10,10,10,3,0,0,0.0,0.0,0,21,1,1,572.0,4,1,1,0,0,0,0,0,0,1
用户2160,6,6,6,6,0,0,0,0.0,0.0,0,21,1,1,201.0,4,3,3,3,0,0,0,0,0,1
用户2161,10,8,8,8,0,0,0,0.0,0.0,0,8,17,0,911.0,3,0,1,0,0,0,0,0,0,1
用户2162,9,9,9,8,0,0,0,0.0,0.0,1,21,1,1,188.0,3,0,0,0,0,0,0,1,0,0
用户2163,1,1,1,1,0,0,1,0.0,0.0,0,8,17,0,52.0,3,2,3,4,0,0,10,0,0,1
用户2164,10,10,10,10,0,0,0,0.0,0.0,0,16,17,0,176.0,3,0,0,0,0,0,0,0,0,1
用户2165,10,10,9,9,0,0,0,0.0,0.0,0,11,17,0,116.0,3,0,0,0,0,0,0,1,0,0
用户2166,10,9,10,10,0,0,0,0.0,0.0,0,8,17,0,654.0,3,2,3,2,10,0,10,0,0,1
用户2167,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,121.0,3,0,0,0,0,0,0,0,0,1
用户2168,9,8,8,10,0,0,0,419.87,48.7,0,11,6,1,53.0,3,2,2,0,0,0,0,0,1,0
用户2169,10,10,6,10,0,0,0,0.0,0.0,0,21,1,0,119.0,3,0,0,0,0,0,0,0,0,1
用户2170,8,7,7,7,0,19,0,0.0,0.0,0,8,17,0,409.0,2,2,3,3,0,0,0,0,0,1
用户2171,5,6,5,5,0,333,0,0.0,0.0,1,21,1,0,116.0,2,3,2,0,0,0,0,0,1,0
用户2172,9,10,9,9,0,0,0,0.0,0.0,0,11,17,1,85.0,3,0,0,0,0,0,0,0,0,1
用户2173,6,6,6,6,0,0,0,0.0,0.0,0,8,17,0,76.0,4,1,1,1,0,0,0,0,0,1
用户2174,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,90.0,3,0,0,0,0,0,0,0,0,1
用户2175,4,4,4,4,0,20,21,0.0,0.0,1,21,1,0,766.0,3,0,0,0,0,0,0,0,0,1
用户2176,10,10,10,10,0,0,0,0.0,0.0,1,8,17,1,344.0,2,1,1,0,0,0,0,0,0,1
用户2177,9,9,9,9,0,0,0,0.0,0.0,0,21,1,0,177.0,3,3,3,2,0,0,0,1,0,0
用户2178,8,7,7,8,0,0,0,0.0,120.0,0,15,17,1,178.0,3,0,0,0,0,0,0,0,0,1
用户2179,10,10,10,10,0,0,0,0.0,0.0,0,15,17,0,56.0,3,0,0,0,0,0,0,0,0,1
用户2180,10,10,10,9,0,0,0,0.0,0.0,0,16,17,1,666.0,3,1,1,0,0,0,0,0,0,1
用户2181,8,5,9,6,1,32,0,0.0,0.0,0,8,17,0,71.0,3,1,2,0,0,0,0,0,0,1
用户2182,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,565.0,2,0,0,0,0,0,0,0,0,1
用户2183,10,10,10,10,0,0,4,33.78,8.7,0,8,17,0,42.0,3,2,2,0,0,0,0,1,0,0
用户2184,9,8,8,8,0,0,0,0.0,0.0,0,8,17,0,103.0,4,1,2,1,0,0,10,0,0,1
用户2185,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,82.0,3,0,0,0,0,0,0,1,0,0
用户2186,3,6,8,8,0,0,0,0.0,0.0,0,16,17,1,144.0,3,2,2,0,0,0,0,0,0,1
用户2187,10,10,10,10,0,0,0,0.0,0.0,0,15,17,1,34.0,3,0,0,0,0,0,0,1,0,0
用户2188,8,8,9,9,0,0,0,0.0,0.0,0,8,17,0,35.0,1,2,1,1,0,0,0,1,0,0
用户2189,4,6,5,3,2,0,2,0.0,0.0,0,21,1,0,42.0,3,2,4,1,0,0,0,0,0,1
用户2190,9,9,8,9,6,0,3,696.1,21.0,0,8,17,0,16.0,4,0,0,0,0,0,0,0,0,1
用户2191,8,8,8,9,0,0,6,0.0,0.0,0,8,17,0,25.0,3,2,1,0,0,0,0,0,0,1
用户2192,10,10,10,8,1,0,0,0.0,0.0,0,21,1,0,525.0,3,1,2,0,0,0,0,1,0,0
用户2193,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,43.0,3,0,1,1,0,0,10,1,0,0
用户2194,3,3,3,2,0,0,1,0.0,0.0,0,21,1,1,924.0,4,2,2,0,0,0,0,0,0,1
用户2195,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,249.0,3,0,0,0,0,0,0,1,0,0
用户2196,9,9,9,10,0,0,0,0.0,0.0,0,8,3,0,137.0,3,3,2,1,0,0,0,0,0,1
用户2197,6,6,6,6,0,16,0,0.0,0.0,0,8,17,1,597.0,4,2,2,0,0,0,0,0,0,1
用户2198,7,7,6,6,0,0,0,0.0,0.0,0,11,17,0,21.0,3,3,3,4,10,0,0,0,1,0
用户2199,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,180.0,3,0,0,0,0,0,0,0,0,1
用户2200,10,10,10,10,0,0,2,79.98,20.0,0,21,1,1,140.0,3,0,0,0,0,0,0,0,0,1
用户2201,10,10,10,10,0,0,0,0.0,0.0,0,15,17,0,101.0,3,0,0,0,0,0,0,0,0,1
用户2202,10,7,10,10,0,0,2,31.73,9.86,0,8,17,0,65.0,3,0,0,0,0,0,0,0,0,1
用户2203,4,3,3,3,0,0,0,0.0,0.0,0,21,14,0,27.0,3,3,2,1,0,0,0,1,0,0
用户2204,8,8,8,8,0,0,1,0.0,0.0,0,21,14,0,141.0,3,1,1,0,0,0,0,1,0,0
用户2205,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,123.0,3,0,0,0,0,0,0,1,0,0
用户2206,1,1,1,1,0,0,1,0.0,0.0,1,21,1,1,83.0,4,1,3,2,0,0,10,1,0,0
用户2207,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,55.0,3,0,0,0,0,0,0,0,0,1
用户2208,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,44.0,3,0,0,0,0,0,0,0,0,1
用户2209,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,149.0,3,2,2,2,0,0,0,0,0,1
用户2210,10,10,10,10,0,15,0,0.0,5.51,0,8,17,1,57.0,3,2,1,0,0,0,0,0,0,1
用户2211,3,5,5,1,0,0,0,0.0,0.0,0,8,17,0,0.0,0,0,1,0,0,0,0,0,0,1
用户2212,6,6,6,6,0,0,5,165.5,5.0,0,8,17,1,131.0,1,1,1,0,0,0,0,1,0,0
用户2213,1,1,1,1,0,6,0,0.0,0.0,0,21,1,0,172.0,2,4,4,5,0,0,0,1,0,0
用户2214,10,10,8,9,0,0,0,0.0,0.0,0,8,17,0,46.0,3,2,1,0,0,0,0,1,0,0
用户2215,6,4,7,8,0,16,0,0.0,0.0,0,21,1,1,64.0,2,1,1,0,0,0,0,0,0,1
用户2216,8,7,7,7,0,0,0,0.0,0.0,0,21,1,1,700.0,3,3,3,3,0,0,0,0,0,1
用户2217,3,3,3,3,0,0,0,0.0,0.0,0,21,1,1,41.0,4,3,4,2,0,0,0,0,0,1
用户2218,10,10,10,10,0,0,6,0.0,0.0,1,11,17,0,20.0,2,2,4,2,0,0,0,0,0,1
用户2219,10,10,10,10,0,0,0,7997.61,75.0,1,8,17,1,938.0,3,3,2,0,0,0,0,0,0,1
用户2220,9,9,8,8,0,0,0,0.0,0.0,0,8,17,1,187.0,3,1,2,2,0,0,0,0,0,1
用户2222,7,6,6,6,0,0,0,0.0,0.0,0,8,17,0,168.0,3,2,1,0,0,0,0,0,1,0
用户2223,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,54.0,3,0,0,0,0,0,0,1,0,0
用户2224,8,6,8,3,0,50,0,0.0,0.0,0,21,1,1,1001.0,4,4,4,2,0,0,0,0,0,1
用户2225,10,10,10,10,1,8,0,0.0,0.0,0,8,17,0,42.0,3,1,1,1,0,0,0,0,0,1
用户2226,3,9,3,3,0,0,0,0.0,0.0,0,21,1,1,82.0,3,7,4,5,10,10,10,0,0,1
用户2227,10,10,10,10,0,0,0,6.47,2.03,0,8,17,0,28.0,3,0,0,0,0,0,0,0,0,1
用户2228,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,145.0,3,0,0,0,0,0,0,0,0,1
用户2229,8,8,7,8,0,0,0,0.0,0.0,0,21,1,1,67.0,2,2,2,1,0,0,10,1,0,0
用户2230,10,10,10,10,5,20,0,0.0,0.0,0,16,17,0,72.0,3,0,0,0,0,0,0,1,0,0
用户2231,10,10,10,10,0,0,2,0.0,0.0,0,21,1,0,55.0,3,0,0,0,0,0,0,1,0,0
用户2232,1,3,1,1,0,0,0,0.0,0.0,0,21,1,1,215.0,3,4,4,5,10,0,10,0,0,1
用户2233,9,8,8,8,0,0,0,0.0,0.0,0,11,17,0,1103.0,3,5,1,0,0,0,0,0,0,1
用户2234,10,10,10,10,0,0,9,0.0,0.0,0,11,17,0,95.0,2,1,1,0,0,0,0,0,0,1
用户2235,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,6.0,3,0,0,0,0,0,0,0,1,0
用户2236,10,9,10,10,0,0,0,0.0,0.0,1,8,17,0,547.0,3,0,0,0,0,0,0,0,0,1
用户2237,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,173.0,3,0,0,0,0,0,0,0,0,1
用户2238,10,10,10,10,0,0,0,0.0,0.0,1,15,17,0,163.0,3,1,1,0,0,0,0,0,0,1
用户2239,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,105.0,3,0,0,0,0,0,0,0,0,1
用户2240,10,10,10,10,0,0,1,0.0,0.0,1,8,17,0,222.0,3,0,0,0,0,0,0,0,0,1
用户2241,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,62.0,3,0,0,0,0,0,0,1,0,0
用户2242,9,9,9,9,0,0,0,0.0,0.0,1,8,17,1,203.0,3,0,0,0,0,0,0,0,0,1
用户2243,9,8,9,8,0,0,0,0.0,0.0,0,8,17,0,48.0,3,0,0,0,0,0,0,0,0,1
用户2244,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,952.0,5,1,2,0,0,0,0,0,0,1
用户2245,7,6,5,8,0,0,0,0.0,0.0,1,21,1,1,240.0,4,2,3,1,0,0,0,1,0,0
用户2246,10,10,10,10,0,0,0,0.0,0.0,0,16,17,1,90.0,3,0,0,0,0,0,0,0,0,1
用户2247,7,5,4,4,0,0,0,0.0,0.0,1,21,1,0,46.0,3,1,4,2,0,0,10,1,0,0
用户2248,8,8,7,8,2,0,7,0.0,0.0,1,8,17,0,254.0,3,2,2,0,0,0,0,0,1,0
用户2249,8,8,8,9,0,0,0,0.0,0.0,0,8,17,0,836.0,3,3,2,0,0,0,0,1,0,0
用户2250,10,10,10,10,0,0,0,0.0,40.58,0,8,17,1,136.0,2,0,0,0,0,0,0,0,1,0
用户2251,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,105.0,3,0,0,0,0,0,0,1,0,0
用户2252,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,432.0,3,0,0,0,0,0,0,1,0,0
用户2253,10,10,10,10,0,0,0,0.0,57.0,0,16,17,1,206.0,4,1,2,1,0,0,0,0,0,1
用户2254,7,7,7,7,0,0,0,0.0,0.0,0,21,1,1,302.0,3,1,1,0,0,0,0,1,0,0
用户2255,1,6,6,6,0,0,0,0.0,0.87,0,21,1,0,35.0,2,0,0,0,0,0,0,1,0,0
用户2256,7,8,7,7,0,0,0,0.0,0.0,0,4,17,0,65.0,3,3,1,0,0,0,0,0,0,1
用户2257,9,8,9,8,0,0,0,0.0,0.0,0,8,17,0,20.0,3,3,3,2,0,0,0,0,0,1
用户2258,10,10,10,10,0,0,3,0.0,0.0,0,11,17,0,240.0,3,0,0,0,0,0,0,1,0,0
用户2259,6,6,6,6,2,12,8,0.0,0.0,1,21,1,0,887.0,3,3,4,3,0,0,0,0,0,1
用户2260,7,7,7,7,0,0,0,0.0,0.0,1,8,17,1,111.0,3,1,3,2,0,0,0,1,0,0
用户2261,10,9,9,9,0,0,0,0.0,0.0,1,21,1,0,1601.0,3,0,0,0,0,0,0,0,0,1
用户2262,5,6,5,6,0,8,0,0.0,0.0,0,8,17,0,934.0,4,3,1,0,0,0,0,0,0,1
用户2263,8,8,9,8,0,0,0,0.0,0.0,0,11,17,0,24.0,3,0,0,0,0,0,0,0,0,1
用户2264,10,10,10,10,0,0,0,0.0,0.0,0,13,17,1,177.0,3,0,0,0,0,0,0,0,0,1
用户2265,8,8,8,9,0,0,0,0.0,0.0,0,8,17,1,94.0,3,2,3,1,0,0,0,0,0,1
用户2266,10,10,10,10,0,0,0,0.0,0.0,0,16,16,0,49.0,3,0,0,0,0,0,0,0,0,1
用户2267,10,10,10,10,0,6,0,0.0,0.0,0,8,17,0,53.0,3,3,1,0,0,0,0,0,0,1
用户2268,10,6,6,6,0,0,0,0.0,0.0,0,16,17,0,77.0,3,1,3,2,0,0,0,1,0,0
用户2269,8,8,8,8,0,0,0,0.0,0.0,0,16,17,1,284.0,3,3,2,3,0,0,0,0,0,1
用户2270,6,6,5,6,1,0,2,0.0,0.0,0,21,1,0,684.0,3,2,2,2,0,0,0,0,0,1
用户2271,10,10,10,10,0,0,0,0.0,0.0,0,15,8,0,57.0,2,0,0,0,0,0,0,0,0,1
用户2272,7,7,7,7,0,246,2,206.41,32.0,0,11,17,0,76.0,2,1,1,0,0,0,0,0,0,1
用户2273,10,10,10,10,0,65,0,0.0,0.0,0,8,17,1,182.0,4,0,0,0,0,0,0,0,0,1
用户2274,7,6,7,6,0,0,0,0.0,0.0,0,21,1,0,259.0,4,1,2,2,0,0,0,0,0,1
用户2275,10,10,10,10,0,0,7,0.0,0.0,0,16,17,0,255.0,2,0,0,0,0,0,0,1,0,0
用户2276,10,10,10,10,0,0,1,0.0,0.0,0,8,17,0,1773.0,4,0,0,0,0,0,0,0,0,1
用户2277,7,6,6,7,4,29,0,0.0,0.0,0,15,17,0,708.0,3,2,4,4,0,0,0,0,0,1
用户2278,7,8,7,7,0,0,0,0.0,0.0,0,8,17,0,26.0,3,0,0,0,0,0,0,0,0,1
用户2279,4,5,4,4,0,0,0,0.0,0.0,0,8,17,1,92.0,3,4,0,0,0,0,0,0,0,1
用户2280,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,100.0,3,1,1,1,0,0,0,1,0,0
用户2281,10,5,5,7,0,0,0,0.0,0.0,0,11,17,0,339.0,3,1,1,0,0,0,0,0,0,1
用户2282,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,124.0,3,0,0,0,0,0,0,0,0,1
用户2283,10,10,10,10,0,9,0,0.0,0.0,0,8,17,0,118.0,3,0,0,0,0,0,0,0,0,1
用户2284,10,10,10,10,0,0,0,0.0,0.0,0,16,17,1,379.0,3,0,0,0,0,0,0,0,0,1
用户2285,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,64.0,3,0,0,0,0,0,0,0,0,1
用户2286,10,10,10,10,0,0,0,0.0,0.0,0,15,17,1,384.0,3,0,0,0,0,0,0,0,0,1
用户2287,7,7,7,6,0,0,0,0.0,0.0,0,8,17,1,865.0,3,2,3,2,0,0,0,0,0,1
用户2288,9,9,8,10,0,0,0,0.0,0.0,0,16,17,1,262.0,3,0,0,0,0,0,0,1,0,0
用户2289,10,10,10,9,0,0,0,0.0,0.0,0,8,17,1,916.0,4,0,0,0,0,0,0,0,0,1
用户2290,10,9,10,10,0,12,0,0.0,1.74,0,8,17,1,257.0,3,0,0,0,0,0,0,0,0,1
用户2291,9,9,8,9,0,0,0,0.0,0.0,0,11,17,0,19.0,3,0,0,0,0,0,0,0,0,1
用户2292,9,8,8,8,0,0,0,0.0,0.0,0,8,17,0,56.0,3,3,1,0,0,0,0,1,0,0
用户2293,1,1,1,1,0,30,0,0.0,0.0,0,21,1,1,362.0,3,1,1,1,0,0,0,1,0,0
用户2294,9,10,10,9,0,0,0,0.0,0.0,0,8,17,0,25.0,3,1,1,0,0,0,0,0,0,1
用户2295,10,10,10,10,0,0,0,0.0,0.0,1,11,17,1,200.0,3,0,0,0,0,0,0,0,0,1
用户2296,10,9,10,9,0,0,0,0.0,0.0,1,8,17,1,556.0,3,3,4,2,0,0,10,1,0,0
用户2297,10,10,10,10,0,18,0,0.0,0.0,0,25,17,0,89.0,3,0,0,0,0,0,0,0,0,1
用户2298,8,8,8,9,0,0,3,0.0,0.0,0,8,17,1,241.0,3,1,3,1,0,0,0,1,0,0
用户2299,8,7,8,6,1,14,0,0.0,0.0,0,21,1,0,152.0,3,1,4,1,0,0,0,1,0,0
用户2300,8,8,7,8,0,0,0,0.0,0.0,0,8,17,0,214.0,6,0,0,0,0,0,0,0,0,1
用户2301,1,1,1,1,0,0,0,0.0,0.0,0,8,17,0,109.0,3,3,3,2,0,0,10,0,1,0
用户2302,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,28.0,2,0,0,0,0,0,0,0,0,1
用户2303,9,8,8,7,0,0,1,0.0,0.0,0,8,17,0,61.0,2,1,1,0,0,0,0,0,0,1
用户2304,10,10,10,10,0,0,4,0.0,0.0,0,21,1,0,738.0,5,1,1,0,0,0,0,0,0,1
用户2305,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,931.0,3,0,0,0,0,0,0,1,0,0
用户2306,3,3,3,2,0,0,0,0.0,0.0,0,8,17,1,103.0,2,1,2,3,0,0,0,0,0,1
用户2307,8,8,8,7,0,0,0,0.0,0.0,0,15,17,0,684.0,2,2,2,0,0,0,0,0,0,1
用户2308,6,7,8,6,0,0,0,0.0,0.0,0,21,1,1,281.0,4,2,3,0,0,0,0,0,1,0
用户2309,10,10,10,10,0,0,1,0.0,0.0,1,8,17,0,196.0,2,0,0,0,0,0,0,0,0,1
用户2310,10,10,10,10,0,0,1,0.0,0.0,0,8,17,0,216.0,3,0,0,0,0,0,0,1,0,0
用户2311,10,10,9,10,2,0,0,0.0,0.0,1,8,17,0,344.0,3,1,2,0,0,0,0,0,0,1
用户2312,9,9,9,7,11,0,0,0.0,0.0,0,16,17,0,30.0,3,1,1,0,0,0,0,0,0,1
用户2313,5,4,10,5,0,0,0,0.0,0.0,0,21,1,1,125.0,3,1,1,0,0,0,0,1,0,0
用户2314,6,8,8,7,0,0,0,0.0,10.0,0,8,17,1,18.0,3,2,1,0,0,0,0,0,0,1
用户2315,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,107.0,3,0,0,0,0,0,0,0,0,1
用户2316,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,139.0,2,0,0,0,0,0,0,0,0,1
用户2317,10,10,10,10,0,39,0,0.0,0.0,0,8,17,0,154.0,4,3,1,0,0,0,0,1,0,0
用户2318,6,6,6,6,0,0,1,0.0,0.0,0,8,17,0,84.0,1,3,4,2,10,0,10,1,0,0
用户2319,6,6,5,5,0,0,0,0.0,0.0,0,21,1,1,74.0,3,3,2,0,0,0,0,1,0,0
用户2320,10,10,10,9,0,0,0,0.0,0.0,0,11,17,1,949.0,3,0,0,0,0,0,0,0,0,1
用户2321,8,8,8,8,0,0,0,0.0,0.0,0,8,17,1,176.0,3,0,0,0,0,0,0,0,0,1
用户2322,9,5,6,5,0,0,0,0.0,0.0,0,8,17,0,84.0,3,0,0,0,0,0,0,1,0,0
用户2323,8,5,8,6,0,0,1,0.0,0.0,0,21,14,0,162.0,3,2,1,0,0,0,0,1,0,0
用户2324,5,5,3,4,0,0,0,0.0,0.0,0,11,17,0,51.0,2,3,4,3,0,0,0,0,0,1
用户2325,8,8,8,8,0,0,0,0.0,0.0,0,15,17,0,33.0,3,0,0,0,0,0,0,0,0,1
用户2326,8,7,8,6,0,0,0,0.0,0.0,0,8,17,1,285.0,3,0,0,0,0,0,0,0,0,1
用户2327,10,10,10,10,0,0,0,0.0,0.0,0,15,17,1,76.0,3,0,0,0,0,0,0,0,0,1
用户2328,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,503.0,3,0,0,0,0,0,0,0,0,1
用户2329,8,9,8,8,0,0,0,0.0,0.0,0,21,1,0,78.0,3,4,3,3,0,0,0,1,0,0
用户2330,3,3,4,3,0,0,5,0.0,0.0,0,21,1,1,61.0,3,2,4,3,10,0,10,1,0,0
