用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,脱网次数,mos质差次数,未接通掉话次数,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否投诉,出现问题地点数,出现问题数
579,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,219.0,0.0,18,11,125.0,219.0,0.0,215.0,0.000884886656429743,76846.0,68.0,-1,3,0,0,0
580,10,10,10,10,1,0,0,0,4,-1,0.0,1,0.0,0.0,194.0,0.0,11,12,44.0,194.0,0.0,134.0,0.000865639441196447,75089.0,65.0,-1,2,0,2,1
581,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,452.0,0.0,14,12,33.0,452.0,0.0,178.0,0.000794690126814636,178686.0,142.0,1,3,0,0,0
582,10,10,10,9,2,0,0,0,5,-1,0.0,1,0.0,0.0,182.0,0.0,11,12,59.5,182.0,0.0,318.0,0.000724662776103306,17383258.0,12597.0,1,3,0,0,0
583,10,10,10,10,2,0,2,2,4,-1,0.0,1,0.0,0.0,797.0,0.0,11,12,161.3,797.0,0.0,740.0,0.000686648237354549,29600309.0,20325.0,-1,4,0,0,0
584,9,8,9,9,1,9,8,0,5,-1,0.0,1,0.0,0.0,675.0,0.0,22,0,128.2,675.0,0.0,797.0,0.000680999858723347,45265795.0,30826.0,1,4,0,1,2
585,8,9,9,8,1,0,12,14,5,-1,0.0,1,0.0,0.0,2012.0,0.0,4,12,280.0,2012.0,0.0,1503.0,0.000665625965051588,11314162.0,7531.0,1,6,0,3,4
586,1,5,6,3,1,0,21,2,5,-1,0.0,1,0.0,0.0,923.0,0.0,11,12,165.0,923.0,0.0,1387.0,0.000638284307535373,4062453.0,2593.0,1,4,0,3,5
587,5,8,7,7,1,0,6,0,4,-1,0.0,1,0.0,0.0,98.0,0.0,11,12,2.0,98.0,0.0,123.0,0.000632145382902311,5315233.0,3360.0,-1,2,0,1,3
588,8,8,9,8,1,0,0,2,4,-1,0.0,1,0.0,0.0,106.0,0.0,14,12,34.0,106.0,0.0,77.0,0.000608985042565462,1890030.0,1151.0,-1,3,0,1,2
589,9,8,8,9,1,0,1,0,5,-1,0.0,1,0.0,0.0,636.0,0.0,11,12,138.0,636.0,0.0,483.0,0.000602492466294838,11767782.0,7090.0,1,4,0,3,2
590,8,9,6,8,2,0,2,0,4,-1,0.0,1,21.0,0.0,176.0,0.0,17,12,90.1,176.0,0.0,164.0,0.000539107489845483,51538887.0,27785.0,-1,2,0,0,0
591,10,7,10,8,1,0,19,1,5,-1,0.0,1,0.0,0.0,666.0,0.0,22,0,102.4,666.0,0.0,554.0,0.000500511730230223,25805589.0,12916.0,1,4,0,3,2
592,10,10,10,10,2,0,3,2,4,-1,0.0,1,0.0,0.0,904.0,0.0,11,12,90.0,904.0,0.0,1621.0,0.000474225987132008,15041352.0,7133.0,-1,3,0,0,0
593,8,5,7,7,1,20,7,1,4,-1,0.0,1,0.0,0.0,165.0,0.0,22,0,49.0,165.0,0.0,125.0,0.000443294786059559,10255027.0,4546.0,-1,3,0,4,3
594,9,9,9,8,2,0,1,0,4,-1,0.0,1,0.0,0.0,304.0,0.0,22,0,60.0,304.0,0.0,303.0,0.000418917227399512,25460877.0,10666.0,-1,3,0,0,0
595,10,10,10,8,1,0,5,0,4,-1,0.0,1,0.0,0.0,393.0,0.0,22,10,90.0,393.0,0.0,523.0,0.000402431686912187,33175817.0,13351.0,-1,3,0,1,3
596,9,9,9,9,2,0,12,2,4,-1,0.0,1,0.0,0.0,506.0,0.0,22,0,90.0,506.0,0.0,362.0,0.000391209635779159,33621360.0,13153.0,-1,4,0,0,0
597,10,9,10,10,2,0,1,0,4,-1,37.5,1,10.0,0.0,109.0,0.0,11,12,29.0,109.0,0.0,195.0,0.000390697263462489,2897384.0,1132.0,-1,3,0,0,0
598,10,10,10,8,1,0,13,1,5,-1,0.0,1,0.0,0.0,752.0,0.0,18,12,115.0,752.0,0.0,741.0,0.000380852614141701,30219039.0,11509.0,1,3,0,3,4
599,10,10,10,10,1,12,3,0,4,-1,0.0,1,0.0,0.0,57.0,0.0,22,0,60.0,57.0,0.0,102.0,0.000379831339538524,260642.0,99.0,-1,3,0,1,4
600,10,10,10,10,1,15,1,0,4,-1,244.22,1,60.0,0.0,140.0,0.0,11,12,163.67,140.0,0.0,166.0,0.000362901254230528,87227585.0,31655.0,-1,3,0,1,1
601,10,10,10,10,2,0,1,1,5,1,0.0,1,0.0,0.0,43.0,0.0,11,12,62.0,43.0,0.0,268.0,0.00035220981692317,5672755.0,1998.0,1,3,1,0,0
602,2,2,4,5,1,16,6,0,4,-1,0.0,1,0.0,0.0,349.0,0.0,22,10,84.34,349.0,0.0,648.0,0.000339128357868996,3161045.0,1072.0,-1,4,0,1,4
603,10,10,10,10,2,0,7,0,5,-1,0.0,1,0.0,0.0,474.0,0.0,11,12,144.0,474.0,0.0,459.0,0.000315958384851611,31611758.0,9988.0,1,4,0,0,0
604,9,9,9,8,1,23,3,0,4,-1,0.0,1,0.0,0.0,315.0,0.0,11,12,88.0,315.0,0.0,280.0,0.000310867593605947,17068360.0,5306.0,-1,3,0,2,3
605,9,8,8,9,2,47,0,0,5,-1,0.0,1,0.0,0.0,238.0,0.0,11,12,108.0,238.0,0.0,267.0,0.000309915889287918,13035795.0,4040.0,1,3,0,0,0
606,1,1,1,1,2,8,29,1,4,-1,0.0,1,0.0,0.0,366.0,0.0,14,12,68.59,366.0,0.0,244.0,0.000308655523924055,27678105.0,8543.0,-1,1,0,0,0
607,10,10,10,10,2,6,12,1,4,-1,0.0,1,0.0,0.0,1152.0,0.0,22,0,138.0,1152.0,0.0,698.0,0.000272981567366129,41156625.0,11235.0,-1,4,0,0,0
608,10,10,10,10,1,0,9,0,5,-1,0.0,1,0.0,0.0,1820.0,0.0,22,0,180.0,1820.0,0.0,787.0,0.000261757443716564,17455091.0,4569.0,1,4,0,3,2
609,10,9,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,445.0,0.0,11,12,38.56,445.0,0.0,464.0,0.000245162568348801,5906285.0,1448.0,1,3,0,0,0
610,10,10,10,10,1,0,3,0,5,-1,0.0,1,0.0,0.0,987.0,0.0,17,12,133.57,987.0,0.0,32.0,0.000237091973831957,5208949.0,1235.0,1,3,0,1,1
611,9,7,9,9,2,1,12,0,4,-1,0.0,1,0.0,0.0,154.0,0.0,22,10,38.0,154.0,0.0,359.0,0.000225831930283676,23561770.0,5321.0,-1,2,0,0,0
612,10,10,10,10,2,8,2,0,4,-1,0.0,1,0.0,0.0,251.0,0.0,11,12,25.0,251.0,0.0,228.0,0.000223222235750843,7243902.0,1617.0,-1,2,0,0,0
613,1,1,4,3,1,14,9,1,5,-1,0.0,1,0.0,0.0,494.0,0.0,22,0,93.01,494.0,0.0,530.0,0.000204845395333586,10539656.0,2159.0,1,4,0,2,3
614,7,8,7,7,2,0,1,4,5,-1,0.0,1,0.0,0.0,621.0,0.0,11,12,100.0,621.0,0.0,953.0,0.000199478571955548,13866151.0,2766.0,1,3,0,0,0
615,1,1,1,1,1,0,6,0,4,-1,0.0,1,0.0,0.0,144.0,0.0,18,11,40.0,144.0,0.0,171.0,0.00019310199547088,1196259.0,231.0,-1,3,0,3,5
616,10,10,10,10,2,0,3,0,4,-1,0.0,1,0.0,0.0,275.0,0.0,11,12,59.2,275.0,0.0,91.0,0.000186466751181741,40355720.0,7525.0,-1,3,0,0,0
617,8,9,8,8,1,7,0,0,5,-1,0.0,1,0.0,0.0,188.0,0.0,14,12,60.3,188.0,0.0,424.0,0.000185820463579741,2717677.0,505.0,1,3,0,2,3
618,10,10,10,10,2,0,4,0,4,-1,0.0,1,0.0,0.0,464.0,0.0,11,12,10.0,464.0,0.0,354.0,0.000171618912404147,769146.0,132.0,-1,3,0,0,0
619,10,9,9,5,1,15,6,2,5,-1,0.0,1,0.0,0.0,137.0,0.0,14,12,50.0,137.0,0.0,256.0,0.000163948713994297,15730529.0,2579.0,1,3,0,1,3
620,9,8,9,9,1,0,3,0,4,-1,0.0,1,0.0,0.0,106.0,0.0,22,0,12.1,106.0,0.0,207.0,0.000160120992029123,22745300.0,3642.0,-1,1,0,1,2
621,10,10,9,10,1,0,2,0,4,-1,0.0,1,0.0,0.0,83.0,0.0,18,12,42.0,83.0,0.0,183.0,0.000156282653085888,24327716.0,3802.0,-1,3,0,2,2
622,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,88.0,0.0,11,12,38.19,88.0,0.0,241.0,0.000154967523234774,7001467.0,1085.0,-1,3,0,0,0
623,8,10,10,10,1,20,1,0,5,-1,0.0,1,0.0,0.0,152.0,0.0,11,12,48.0,152.0,0.0,203.0,0.000150013648201169,9865769.0,1480.0,1,3,0,2,2
624,1,1,1,1,1,6,6,0,4,-1,0.0,1,0.0,0.0,417.0,0.0,22,0,90.0,417.0,0.0,217.0,0.000147544400714749,12118386.0,1788.0,-1,3,0,4,5
625,10,10,10,9,1,0,0,1,5,-1,0.0,1,0.0,0.0,728.0,0.0,14,12,151.0,728.0,0.0,747.0,0.000142302652167006,28270731.0,4023.0,1,4,0,1,1
626,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,757.0,0.0,22,10,80.0,757.0,0.0,794.0,0.000141532598633005,28784888.0,4074.0,-1,3,0,0,0
627,8,8,8,8,1,0,0,0,4,-1,0.0,1,0.0,0.0,137.0,0.0,11,12,109.0,137.0,0.0,138.0,0.000136646776269556,3176072.0,434.0,-1,3,1,3,2
628,10,10,10,10,2,0,3,0,4,-1,0.0,1,0.0,0.0,147.0,0.0,11,12,43.07,147.0,0.0,148.0,0.000134688196824352,66821.0,9.0,-1,3,0,0,0
629,10,10,10,10,2,0,5,0,4,-1,0.0,1,0.0,0.0,328.0,0.0,22,0,80.1,328.0,0.0,299.0,0.000129991387690029,13139332.0,1708.0,-1,3,0,0,0
630,9,9,9,10,1,0,10,2,4,-1,0.0,1,0.0,0.0,2594.0,0.0,22,0,304.0,2594.0,0.0,1432.0,0.000123819990515877,11056373.0,1369.0,-1,6,0,3,5
631,10,10,10,10,2,8,5,0,5,-1,0.0,1,0.0,0.0,383.0,0.0,22,0,58.0,383.0,0.0,442.0,0.000121863170136582,13080244.0,1594.0,1,3,0,0,0
632,10,10,10,10,2,0,4,0,4,-1,0.0,1,0.0,0.0,123.0,0.0,11,12,59.1,123.0,0.0,355.0,0.000121419268573677,16710692.0,2029.0,-1,3,1,0,0
633,10,10,10,10,2,25,3,0,5,-1,0.0,1,0.0,0.0,133.0,0.0,17,12,5.0,133.0,0.0,164.0,0.000117995619144467,2796714.0,330.0,1,3,0,0,0
634,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,117.0,0.0,17,12,53.0,117.0,0.0,72.0,0.000112183510407938,34104834.0,3826.0,1,3,0,0,0
635,10,10,10,9,1,0,0,0,4,-1,0.0,1,0.0,0.0,328.0,0.0,18,12,70.0,328.0,0.0,320.0,0.000110569424345049,13430476.0,1485.0,-1,3,0,2,1
636,7,7,6,5,1,0,24,0,5,-1,0.0,1,0.0,0.0,949.0,0.0,22,0,63.0,949.0,0.0,925.0,0.000109988364652162,9991966.0,1099.0,1,3,0,2,2
637,10,8,8,8,1,0,0,0,5,-1,0.0,1,0.0,0.0,38.0,0.0,14,12,40.0,38.0,0.0,6.0,9.89974854638692e-05,1818228.0,180.0,1,3,0,6,2
638,10,10,10,10,2,0,4,0,4,-1,0.0,1,0.0,0.0,678.0,0.0,22,0,21.3,678.0,0.0,448.0,9.65251489665561e-05,49696893.0,4797.0,-1,2,0,0,0
639,10,8,8,8,1,0,0,0,5,-1,0.0,1,0.0,0.0,227.0,0.0,11,12,138.0,227.0,0.0,188.0,9.4437569494743e-05,15608195.0,1474.0,1,4,0,2,2
640,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,346.0,0.0,18,11,24.89,346.0,0.0,371.0,9.29764422824025e-05,5969254.0,555.0,-1,3,0,0,0
641,10,10,10,10,2,0,1,0,4,-1,0.0,1,0.0,0.0,403.0,0.0,22,10,33.12,403.0,0.0,414.0,9.06322279461926e-05,9610268.0,871.0,-1,3,0,0,0
642,9,8,10,8,1,0,6,0,5,-1,0.0,1,0.0,0.0,1138.0,0.0,11,12,393.0,1138.0,0.0,1300.0,8.57522617159028e-05,13993800.0,1200.0,1,5,0,2,2
643,10,10,10,10,1,0,16,1,4,-1,0.0,1,0.0,0.0,124.0,0.0,22,10,91.0,124.0,0.0,192.0,7.81835375315599e-05,23252977.0,1818.0,-1,4,0,2,2
644,10,10,10,10,2,104,0,2,4,-1,0.0,1,0.0,0.0,96.0,0.0,22,0,87.0,96.0,0.0,172.0,7.74310186725923e-05,27908712.0,2161.0,-1,3,0,0,0
645,9,9,9,9,1,0,10,4,5,-1,0.0,1,0.0,0.0,345.0,0.0,22,0,88.0,345.0,0.0,509.0,7.5658453914665e-05,9318192.0,705.0,1,3,0,1,2
646,10,10,10,10,2,0,18,0,4,-1,0.0,1,0.0,0.0,236.0,0.0,11,12,53.0,236.0,0.0,312.0,7.09973038029897e-05,2352202.0,167.0,-1,3,0,0,0
647,10,10,10,10,2,0,0,3,5,-1,731.85,1,21.0,0.0,907.0,0.0,22,0,78.71,907.0,0.0,1297.0,6.66796141645627e-05,29349300.0,1957.0,1,3,0,0,0
648,9,9,9,9,2,0,0,0,5,-1,0.0,1,0.0,0.0,357.0,0.0,17,12,137.0,357.0,0.0,281.0,6.44806610654078e-05,32676464.0,2107.0,1,4,0,0,0
649,5,4,5,3,1,0,6,6,5,-1,0.0,1,0.0,0.0,1420.0,0.0,22,0,212.55,1420.0,0.0,1261.0,6.22414730261286e-05,27794972.0,1730.0,1,5,0,2,4
650,9,9,10,9,1,12,2,1,5,-1,0.0,1,0.0,0.0,1485.0,0.0,11,12,83.0,1485.0,0.0,1638.0,6.07842168231156e-05,7567754.0,460.0,1,3,0,1,1
651,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.0,291.0,0.0,22,10,71.14,291.0,0.0,318.0,6.07596348843973e-05,2007912.0,122.0,-1,3,0,0,0
652,5,5,6,5,1,0,8,0,4,-1,0.0,1,0.0,0.0,258.0,0.0,11,12,49.2,258.0,0.0,254.0,5.20885685724982e-05,20215568.0,1053.0,-1,2,0,1,2
653,10,10,10,10,2,0,4,0,5,-1,0.0,1,0.0,0.0,302.0,0.0,22,0,53.95,302.0,0.0,207.0,4.84330977324063e-05,10922283.0,529.0,1,3,0,0,0
654,8,8,9,10,1,8,40,1,5,-1,0.0,1,0.0,0.0,1255.0,0.0,22,0,128.0,1255.0,0.0,1016.0,4.72456801735392e-05,14033029.0,663.0,1,4,0,1,1
655,1,1,1,1,1,0,3,2,4,-1,0.0,1,0.0,0.0,271.0,0.0,22,0,48.3,271.0,0.0,370.0,4.46865923035938e-05,290915.0,13.0,-1,3,0,2,2
656,8,7,8,9,1,0,23,4,5,-1,0.0,1,0.0,0.0,679.0,0.0,22,0,38.6,679.0,0.0,1191.0,4.27689974163911e-05,6640324.0,284.0,1,3,0,4,3
657,10,10,10,10,1,0,6,0,5,-1,0.0,1,0.0,0.0,411.0,0.0,22,10,171.89,411.0,0.0,361.0,3.97497080116674e-05,105510209.0,4194.0,1,4,0,7,2
658,10,10,10,10,1,244,20,3,4,-1,0.0,1,0.0,0.0,872.0,0.0,14,12,169.6,872.0,0.0,1080.0,3.96238190835935e-05,38310290.0,1518.0,-1,4,0,1,1
659,10,1,9,9,1,37,32,0,4,-1,0.0,1,0.0,0.0,1336.0,0.0,11,12,74.51,1336.0,0.0,1201.0,3.80002948305925e-05,47973312.0,1823.0,-1,1,0,1,1
660,8,8,8,7,1,0,33,1,4,-1,0.0,1,0.0,0.0,1044.0,0.0,22,0,84.79,1044.0,0.0,1443.0,3.74131048753102e-05,4704234.0,176.0,-1,3,0,1,2
661,2,6,8,8,1,6,0,0,5,-1,0.0,1,0.0,0.0,223.0,0.0,14,4,50.62,223.0,0.0,117.0,3.73206765213916e-05,15808931.0,590.0,1,3,0,1,1
662,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,73.0,0.0,11,12,60.0,73.0,0.0,62.0,3.7173560167475e-05,21036457.0,782.0,1,3,0,0,0
663,10,10,10,10,2,12,2,0,5,-1,0.0,1,0.0,0.0,943.0,0.0,17,12,59.3,943.0,0.0,1367.0,3.66983202132687e-05,12044148.0,442.0,1,3,0,0,0
664,10,10,10,9,1,31,5,0,5,-1,0.0,1,0.0,0.0,808.0,0.0,11,12,50.99,808.0,0.0,844.0,3.65849039865265e-05,11644147.0,426.0,1,3,0,1,1
665,10,10,10,10,1,0,10,6,4,-1,0.0,1,0.0,0.0,1518.0,0.0,11,12,16.45,1518.0,0.0,1312.0,3.43714724015167e-05,552784.0,19.0,-1,3,0,1,1
666,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,101.0,0.0,22,10,49.0,101.0,0.0,91.0,3.30346528789464e-05,2118987.0,70.0,-1,3,0,0,0
667,2,4,4,5,1,0,6,0,5,-1,0.0,1,0.0,0.0,271.0,0.0,22,0,155.0,271.0,0.0,288.0,0.0,21500918.0,0.0,1,4,0,1,2
668,8,9,10,10,1,0,0,0,4,-1,0.0,1,0.0,0.0,317.0,0.0,22,10,24.56,317.0,0.0,287.0,3.14612306566327e-05,5435261.0,171.0,-1,3,0,1,1
669,8,6,6,6,2,0,0,0,5,-1,0.0,1,0.0,0.0,124.0,0.0,11,12,69.4,124.0,0.0,226.0,3.13821048162301e-05,1083420.0,34.0,1,3,0,0,0
670,7,7,6,7,2,10,19,3,5,-1,0.0,1,0.0,0.0,767.0,0.0,14,12,96.9,767.0,0.0,825.0,3.05796346324734e-05,44833760.0,1371.0,1,3,0,0,0
671,10,10,10,10,2,0,2,3,5,-1,0.0,1,0.0,0.0,4445.0,0.0,17,12,400.0,4445.0,0.0,3006.0,2.98978970352646e-05,30370029.0,908.0,1,6,0,0,0
672,8,5,9,6,1,0,8,0,4,-1,0.0,1,0.0,0.0,36.0,0.0,22,10,113.0,36.0,0.0,223.0,2.89733155763542e-05,3002763.0,87.0,-1,4,0,4,2
673,10,10,10,10,1,6,2,0,5,-1,0.0,1,0.0,0.0,420.0,0.0,11,12,150.0,420.0,0.0,176.0,2.82910559044726e-05,46799243.0,1324.0,1,4,0,1,1
674,10,10,10,10,1,2,4,0,5,-1,0.0,1,0.0,0.0,100.0,0.0,22,0,60.0,100.0,0.0,164.0,2.80124281806361e-05,2998669.0,84.0,1,3,0,1,1
675,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,709.0,0.0,11,12,82.3,709.0,0.0,822.0,2.76813240798621e-05,9862245.0,273.0,-1,3,0,0,0
676,10,10,10,10,2,15,7,0,4,-1,0.0,1,0.0,0.0,435.0,0.0,11,12,90.0,435.0,0.0,345.0,2.69216013256593e-05,11106323.0,299.0,-1,4,0,0,0
677,10,10,10,10,1,0,10,1,5,-1,0.0,1,0.0,0.0,530.0,0.0,22,10,95.0,530.0,0.0,731.0,2.60537774430064e-05,8175398.0,213.0,1,3,0,1,1
678,8,8,8,8,1,0,1,4,4,-1,5.95,1,2.03,0.0,451.0,0.0,22,10,30.03,451.0,0.0,784.0,2.57023222871167e-05,7898119.0,203.0,-1,3,0,1,2
679,10,10,10,10,2,8,1,0,4,-1,0.0,1,0.0,0.0,84.0,0.0,22,10,23.0,84.0,0.0,86.0,2.5661905445132e-05,10482464.0,269.0,-1,3,0,0,0
680,8,6,8,6,1,0,4,0,5,-1,0.0,1,0.0,0.0,456.0,0.0,22,0,10.0,456.0,0.0,328.0,2.54639993171744e-05,11270814.0,287.0,1,0,0,2,2
681,10,10,10,10,2,0,6,0,4,-1,0.0,1,0.0,0.0,133.0,0.0,11,12,80.0,133.0,0.0,234.0,2.42061136522325e-05,25613364.0,620.0,-1,3,0,0,0
682,10,10,10,10,2,7,0,0,4,-1,0.0,1,0.0,0.0,1412.0,0.0,11,12,250.0,1412.0,0.0,1789.0,2.34620835284499e-05,53021719.0,1244.0,-1,5,0,0,0
683,7,7,7,7,1,13,2,0,5,-1,0.0,1,0.0,0.0,578.0,0.0,14,12,21.0,578.0,0.0,460.0,2.21211454363403e-05,40820671.0,903.0,1,0,0,1,3
684,9,9,9,9,2,0,17,1,4,-1,0.0,1,0.0,0.0,871.0,0.0,22,0,70.19,871.0,0.0,296.0,2.19423689975937e-05,15084971.0,331.0,-1,3,0,0,0
685,9,10,9,9,1,7,0,0,4,-1,0.0,1,0.0,0.0,496.0,0.0,18,12,60.37,496.0,0.0,127.0,2.18196744822771e-05,4399699.0,96.0,-1,3,0,3,2
686,9,8,7,7,1,15,14,1,5,-1,0.0,1,0.0,0.0,517.0,0.0,26,12,120.0,517.0,0.0,523.0,2.17246412176615e-05,44971974.0,977.0,1,4,0,1,2
687,8,8,10,10,2,6,0,1,5,-1,0.0,1,0.0,0.0,674.0,0.0,14,12,10.0,674.0,0.0,311.0,2.16988031505121e-05,7788448.0,169.0,1,1,0,0,0
688,5,5,5,6,1,0,6,0,4,-1,0.0,1,0.0,0.0,771.0,0.0,22,0,81.19,771.0,0.0,556.0,0.0,5854109.0,0.0,-1,3,0,3,3
689,5,5,5,5,1,0,0,0,5,-1,0.0,1,0.0,0.0,386.0,0.0,11,12,59.19,386.0,0.0,210.0,1.96171359806138e-05,8003207.0,157.0,1,3,0,2,3
690,10,10,10,10,2,0,6,0,4,-1,0.0,1,0.0,0.0,267.0,0.0,22,10,59.0,267.0,0.0,337.0,1.96131550334098e-05,1631558.0,32.0,-1,3,0,0,0
691,7,7,7,6,1,6,1,0,4,-1,0.0,1,0.0,0.0,118.0,0.0,22,10,95.0,118.0,0.0,111.0,1.81799474406115e-05,12926330.0,235.0,-1,4,0,3,2
692,8,8,8,6,1,0,21,2,4,1,0.0,1,0.0,0.0,494.0,0.0,11,12,43.0,494.0,0.0,757.0,1.7891652418513e-05,8439690.0,151.0,-1,3,0,2,2
693,9,8,8,8,1,0,6,0,4,-1,0.0,1,0.0,0.0,1219.0,0.0,22,0,65.8,1219.0,0.0,1251.0,1.73011282655215e-05,46991155.0,813.0,-1,2,0,4,4
694,5,4,7,6,1,61,9,4,5,-1,0.0,1,0.0,0.0,582.0,0.0,22,0,157.71,582.0,0.0,548.0,1.60525131805767e-05,22550986.0,362.0,1,4,0,4,3
695,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.0,149.0,0.0,22,0,143.0,149.0,0.0,201.0,1.60251960508205e-05,6302575.0,101.0,1,4,1,0,0
696,10,10,10,10,2,0,4,0,5,-1,0.0,1,0.0,0.0,1156.0,0.0,11,12,128.0,1156.0,0.0,740.0,1.59701310601899e-05,27113115.0,433.0,1,4,0,0,0
697,10,10,9,9,1,122,1,0,4,-1,0.0,1,0.0,0.0,61.0,0.0,14,12,38.23,61.0,0.0,72.0,1.56320449063636e-05,12218491.0,191.0,-1,3,0,2,2
698,6,6,6,6,1,0,5,0,5,-1,0.0,1,0.0,0.0,387.0,0.0,14,12,56.22,387.0,0.0,400.0,1.45668287986478e-05,7345456.0,107.0,1,3,0,1,1
699,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,192.0,0.0,11,12,47.0,192.0,0.0,271.0,1.45231048074382e-05,3098511.0,45.0,-1,3,0,0,0
700,7,5,9,9,1,0,0,0,4,-1,0.0,1,0.0,0.0,162.0,0.0,17,12,59.0,162.0,0.0,115.0,1.31845993332109e-05,3413073.0,45.0,-1,3,0,1,1
701,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,129.0,0.0,17,12,71.0,129.0,0.0,86.0,1.30789050340705e-05,5505048.0,72.0,-1,3,0,0,0
702,10,10,10,10,2,0,1,0,4,-1,0.0,1,0.0,0.0,195.0,0.0,18,12,35.0,195.0,0.0,82.0,1.29300980318223e-05,12915602.0,167.0,-1,3,0,0,0
703,8,8,8,7,1,0,0,0,4,-1,24.54,1,6.38,0.0,310.0,0.0,11,12,34.38,310.0,0.0,293.0,1.28934610680627e-05,7600752.0,98.0,-1,3,0,2,1
704,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.0,203.0,0.0,14,12,18.0,203.0,0.0,513.0,1.27448215890415e-05,16320354.0,208.0,-1,3,0,0,0
705,7,6,6,8,1,25,5,1,5,-1,0.0,1,0.0,0.0,362.0,0.0,22,0,106.02,362.0,0.0,429.0,1.26800458689877e-05,11593018.0,147.0,1,4,0,1,1
706,3,3,5,6,1,0,16,1,5,-1,0.0,1,0.0,0.0,416.0,0.0,22,0,60.3,416.0,0.0,547.0,1.2576906444942e-05,3737008.0,47.0,1,3,0,3,4
707,9,9,9,8,1,0,0,0,4,-1,0.0,1,0.0,0.0,147.0,0.0,11,12,30.0,147.0,0.0,144.0,1.22915195045288e-05,2603421.0,32.0,-1,3,0,1,1
708,10,8,10,10,1,10,1,0,4,-1,0.0,1,0.0,0.0,179.0,0.0,22,0,90.0,179.0,0.0,307.0,1.21919168556307e-05,31086170.0,379.0,-1,3,0,3,2
709,10,10,10,10,2,0,1,0,5,-1,0.0,1,0.0,0.0,204.0,0.0,3,12,66.22,204.0,0.0,189.0,1.1794346830807e-05,2882737.0,34.0,1,3,0,0,0
710,10,10,10,10,1,6,0,0,4,-1,0.0,1,0.0,0.0,295.0,0.0,22,10,60.0,295.0,0.0,252.0,1.16111046900874e-05,9387565.0,109.0,-1,3,0,1,1
711,10,10,10,10,2,0,1,0,4,-1,0.0,1,0.0,0.0,183.0,0.0,11,12,21.9,183.0,0.0,191.0,1.14756574335395e-05,18909592.0,217.0,-1,3,0,0,0
712,3,2,2,2,1,0,2,0,4,-1,0.0,1,0.0,0.0,178.0,0.0,22,0,79.0,178.0,0.0,203.0,1.11101749759974e-05,1080091.0,12.0,-1,4,0,3,3
713,10,10,10,9,1,0,6,0,4,-1,0.0,1,0.0,0.0,154.0,0.0,22,0,66.0,154.0,0.0,284.0,1.10770119129094e-05,16791532.0,186.0,-1,3,0,1,1
714,9,6,6,6,1,12,1,1,4,-1,0.0,1,0.0,0.0,235.0,0.0,22,10,42.0,235.0,0.0,507.0,1.07483902606149e-05,5954380.0,64.0,-1,3,0,1,6
715,4,5,4,4,1,0,0,0,5,-1,0.0,1,0.0,0.0,245.0,0.0,22,0,21.0,245.0,0.0,250.0,1.06668942270768e-05,1593716.0,17.0,1,3,0,4,5
716,10,10,10,10,2,0,0,0,5,-1,52.32,1,10.0,0.0,24.0,0.0,11,12,76.8,24.0,0.0,116.0,1.05250767738958e-05,16056890.0,169.0,1,3,0,0,0
717,10,10,10,10,1,6,9,0,4,-1,0.0,1,0.0,0.0,633.0,0.0,11,12,59.3,633.0,0.0,772.0,1.04959234438878e-05,34680131.0,364.0,-1,2,0,1,1
718,9,6,8,10,2,7,1,0,4,-1,70.1,1,20.0,0.0,274.0,0.0,22,0,39.56,274.0,0.0,408.0,1.03790745148709e-05,9442075.0,98.0,-1,3,0,0,0
719,10,10,10,10,1,0,9,4,4,-1,0.0,1,0.0,0.0,939.0,0.0,11,12,90.0,939.0,0.0,1188.0,1.02174631885615e-05,13212673.0,135.0,-1,3,0,1,2
720,9,9,9,9,2,36,14,3,4,-1,0.0,1,0.0,0.0,1532.0,0.0,22,0,398.2,1532.0,0.0,1269.0,9.87616492373244e-06,19947014.0,197.0,-1,6,0,0,0
